ageGroup,region,relation,claimType,conditionGrouping,gender,planClassKey,industryKey,operatorTypeKey,currYearClaimCount,currYearTotalClaimCostAmount,prevYearClaimCount,prevYearTotalClaimCostAmount
19-25,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,0,0,2,394
46-55,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,169,28821.65,233,82023.89
26-35,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,30,4773.44,18,5186.61
36-45,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,0,0,11,8135.25
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,22,12209.96,10,8930.76
71-75,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,0,0,1,259.08
0-18,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,3,1900,3,4516.83
56-60,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,2,1427.75,2,1214
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,10,9613.5,0,0
56-60,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,7,20073,0,0
61-65,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,12,3644,24,29141.38
26-35,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,40,5227.55,25,6149.02
0-18,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,30,4124.24,10,1484.48
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,17,2292.65,34,3750.8
61-65,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,33,4200.31,49,7169.08
56-60,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,5,4047,4,2251.5
46-55,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,28,20561,34,17454
66-70,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,6,3350,0,0
26-35,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,173,11196.03,70,7112.99
46-55,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,77,14900.18,36,7439.19
66-70,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,0,0,1,589
76+,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,6,340.72,8,562.86
56-60,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,8,20547.72,0,0
26-35,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,3,555,0,0
76+,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,4,1490.8,2,2557
0-18,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,4,641,4,469
36-45,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,87,13180.34,75,15512.32
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,29,21619.77,17,28616.23
61-65,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,10,12457.94,0,0
46-55,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,7,1406.36,8,319.48
46-55,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,8,2052,1,134
46-55,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,39,7355.71,15,3323.71
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,4,2052.5,5,1683.5
0-18,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,11,1529.13,7,770
66-70,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,2,1463.5
19-25,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,13,8651.8,2,1657
46-55,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,161,20038.9,167,16583.88
66-70,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,9,1546.53,12,1410.49
19-25,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,0,0,5,1614
36-45,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,190,23060.7,214,23531.12
46-55,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,1,2300,5,8759.5
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,2,1127,0,0
26-35,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,21,1637.59,5,1168
66-70,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,2,3330,0,0
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,119,30375.88,90,25167.92
61-65,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,49,7716.73,45,12992.82
61-65,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,2,484.54,7,747
61-65,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,6,2635.5,0,0
61-65,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,52,123980.07,0,0
19-25,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,3,4769.5,11,5373
26-35,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,1838,181927.36,1257,148688.2
36-45,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,44,15235,44,9182.72
36-45,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,14,2332,30,6673.88
19-25,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,1,251.6,5,1225
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,6,15182,16,22017.31
66-70,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,1,1966,0,0
56-60,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,10,4300.6,8,2668.74
0-18,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,0,0,1,1500
36-45,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,6,2694.5,3,446
76+,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,1,120,0,0
0-18,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,81,8451,103,11810.97
19-25,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,1,400
46-55,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,21,24436.64,4,6436
19-25,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,9,3688.38,3,2157
46-55,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,12,14433.28,2,2786
66-70,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,3,277
0-18,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,6,3259,0,0
0-18,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,8,3835,10,5133
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,2,2770,65,32093.17
56-60,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,36,7046.34,74,12362.32
26-35,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,2,859
46-55,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,35,3439.31,7,513.76
61-65,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,0,0,12,10425.59
26-35,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_PREGNANCY,F,null,null,null,14,3373.01,11,1016.06
26-35,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,7,2566.69,5,2716
71-75,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,1,0,0,0
71-75,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,4,1202,0,0
46-55,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,29,28636.95,16,9287.93
19-25,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,4,955,3,734.41
66-70,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,2,4528,0,0
76+,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,0,0,3,826
26-35,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,3,330.83,0,0
36-45,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,46,31890.14,20,24767.49
36-45,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,47,38430.67,7,10022.82
76+,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,0,0,3,1209
0-18,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,4,300,0,0
61-65,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,2,1549.5
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,3,2390.6,0,0
66-70,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,2,1257,0,0
61-65,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,0,0,1,125.72
19-25,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,5,2739.5,9,5920
61-65,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,16,1129.01,12,1079.31
76+,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,1,1000
19-25,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,0,0,1,292.5
46-55,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,23,11097.5,11,7521
46-55,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,3,892,3,753.34
56-60,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,6,0,12,2277.37
46-55,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,186,18516.3,124,11647.69
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,6,4631,0,0
0-18,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,6,1504,10,2274
26-35,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,4,3167.29,2,3315
26-35,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,2,1762,0,0
36-45,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,14,9344,14,11959
61-65,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,2,1200,4,1622.09
61-65,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,6,12183.31,3,7968
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,0,0,1,450
36-45,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,17,12876,8,5077.66
56-60,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,19,25721.93,12,24944.31
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,2,145,0,0
36-45,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,52,24102.7,43,29691.01
36-45,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,149,26897.28,64,13987.56
61-65,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,6,3549,0,0
71-75,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,0,0,7,814.73
36-45,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,5,1652,12,0
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,1,802.63,0,0
36-45,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,86,59461.24,43,85876.45
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,9,310.3,2,63.1
36-45,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,1,269,2,346.5
76+,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,30,4835.69,22,6465.07
46-55,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,2,2244,6,4924
26-35,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,6,7656,20,17945.96
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,20,15120.76,20,9138.63
76+,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,3,1602,0,0
0-18,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,14,1173.5,20,2418.85
19-25,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,2,12.04,0,0
46-55,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_PREGNANCY,F,null,null,null,0,0,3,1734
76+,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,7,1011.3,10,1094.2
66-70,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,4,6558.4,0,0
61-65,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,10,3056,5,4225
76+,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,21,796.32,27,3737.96
26-35,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,51,10725.72,106,24378.89
36-45,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,0,0,1,134
61-65,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,2,2092,0,0
26-35,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,11,2830.12,6,1648.84
36-45,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,19,2312.94,11,1354.67
26-35,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,0,0,1,165
0-18,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,0,0,5,1978
61-65,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,1,1506,0,0
71-75,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,5,573.61,2,425
76+,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,3,1500
46-55,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,49,32113.34,50,36916.18
26-35,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,0,0,5,15417
